filename,kernel_name,compilation_success,execution_success,time_us,time_ms,error
10003_2_deltaCalcOutput.cu,10003_2_deltaCalcOutput,True,True,8.0038,0.0080038,
10008_81_softmax_gradient_kernel.cu,10008_81_softmax_gradient_kernel,True,True,8.52477,0.00852477,
1000_24_transposedMatrixKernel.cu,1000_24_transposedMatrixKernel,True,True,8.23261,0.00823261,
1000_25_additionMatricesKernel.cu,1000_25_additionMatricesKernel,True,True,8.19156,0.00819156,
1000_26_additionMatricesKernel.cu,1000_26_additionMatricesKernel,True,True,8.2949,0.0082949,
1000_27_transposedMatrixKernel.cu,1000_27_transposedMatrixKernel,True,True,7.92496,0.00792496,
1000_28_additionMatricesKernel.cu,1000_28_additionMatricesKernel,True,True,8.22458,0.00822458,
1000_29_matrixKernel.cu,1000_29_matrixKernel,True,True,7.87464,0.00787464,
1000_5_kernel.cu,1000_5_kernel,True,True,8.13485,0.00813485,
1001_0_grayscaleVer2D.cu,1001_0_grayscaleVer2D,True,True,8.28874,0.00828874,
10024_0_cuda_cmp_kernel.cu,10024_0_cuda_cmp_kernel,True,True,8.20519,0.00820519,
10047_0_add.cu,10047_0_add,True,True,8.26406,0.00826406,
10047_1_add.cu,10047_1_add,True,True,7.56984,0.00756984,
1006_0_kernel_example.cu,1006_0_kernel_example,True,True,8.23953,0.00823953,
1008_0_blob_rearrange_kernel2_1d.cu,1008_0_blob_rearrange_kernel2_1d,True,True,8.25668,0.00825668,
1008_7_blob_rearrange_kernel2.cu,1008_7_blob_rearrange_kernel2,True,True,8.11146,0.00811146,
10121_0_MedianFilter_gpu.cu,10121_0_MedianFilter_gpu,True,True,4.80728,0.00480728,
10121_1_addKernel.cu,10121_1_addKernel,True,True,7.87856,0.00787856,
10121_3_reduce.cu,10121_3_reduce,True,True,7.90167,0.00790167,
10121_5_reduce.cu,10121_5_reduce,True,True,8.26547,0.00826547,
10126_2_conv2genericrev.cu,10126_2_conv2genericrev,True,True,4.67274,0.00467274,
10220_1_hello.cu,10220_1_hello,True,True,8.18985,0.00818985,
10223_26_phglobal_reduce_kernel.cu,10223_26_phglobal_reduce_kernel,True,True,8.20454,0.00820454,
10242_0_kernel.cu,10242_0_kernel,True,True,4557.73,4.55773,
10270_2_conv2genericrev.cu,10270_2_conv2genericrev,True,True,4.80087,0.00480087,
1029_0_gpu_grayscale.cu,1029_0_gpu_grayscale,True,True,8.00111,0.00800111,
1029_1_gpu_gaussian.cu,1029_1_gpu_gaussian,True,True,4.56161,0.00456161,
1029_2_gpu_sobel.cu,1029_2_gpu_sobel,True,True,4.60335,0.00460335,
10383_0_batcherBitonicMergesort64.cu,10383_0_batcherBitonicMergesort64,True,True,8.18307,0.00818307,
10383_20_global_reduce_kernel.cu,10383_20_global_reduce_kernel,True,True,8.2265,0.0082265,
10383_21_shmem_reduce_kernel.cu,10383_21_shmem_reduce_kernel,True,True,7.96488,0.00796488,
10383_24_hello.cu,10383_24_hello,True,True,7.85916,0.00785916,
10383_28_hello.cu,10383_28_hello,True,True,8.156,0.008156,
10383_9_remove_redness_from_coordinates.cu,10383_9_remove_redness_from_coordinates,True,True,15.8779,0.0158779,
10393_4_relu.cu,10393_4_relu,True,True,8.43857,0.00843857,
10393_5_relu_backward.cu,10393_5_relu_backward,True,True,8.17154,0.00817154,
10406_0_kernelAddConstant.cu,10406_0_kernelAddConstant,True,True,8.14345,0.00814345,
1040_1_delete_rows_and_columns.cu,1040_1_delete_rows_and_columns,True,True,7.98934,0.00798934,
10426_0_gaxpymm.cu,10426_0_gaxpymm,True,True,351.55,0.35155,
10426_1_gaxpy.cu,10426_1_gaxpy,True,True,12.0876,0.0120876,
10492_1_reduceArgMaxKernel.cu,10492_1_reduceArgMaxKernel,True,True,8.19664,0.00819664,
104_0_total.cu,104_0_total,True,True,8.42113,0.00842113,
104_2_matrixMultiplyTiled.cu,104_2_matrixMultiplyTiled,True,True,10.4363,0.0104363,
104_3_matrixMultiply.cu,104_3_matrixMultiply,True,True,13.7588,0.0137588,
104_4_post_scan.cu,104_4_post_scan,True,True,7.80605,0.00780605,
104_5_scan.cu,104_5_scan,True,True,4.85828,0.00485828,
10615_4_tonemap_adaptive.cu,10615_4_tonemap_adaptive,True,True,11.7331,0.0117331,
10615_5_tonemap_logarithmic.cu,10615_5_tonemap_logarithmic,True,True,8.33037,0.00833037,
10693_4_MatrixMul.cu,10693_4_MatrixMul,True,True,29.3176,0.0293176,
10693_5_MatrixMulSh.cu,10693_5_MatrixMulSh,True,True,28.1452,0.0281452,
10716_9_MatrixMul.cu,10716_9_MatrixMul,True,True,29.3544,0.0293544,
10790_97_NormalizeKernel.cu,10790_97_NormalizeKernel,True,True,7.95463,0.00795463,
10802_3_Histogram_kernel.cu,10802_3_Histogram_kernel,True,True,152.58,0.15258,
10802_7_non_max_supp_kernel.cu,10802_7_non_max_supp_kernel,True,True,8.36335,0.00836335,
10802_8_hyst_kernel.cu,10802_8_hyst_kernel,True,True,8.07801,0.00807801,
10835_97_NormalizeKernel.cu,10835_97_NormalizeKernel,True,True,8.26761,0.00826761,
11022_3_vsub.cu,11022_3_vsub,True,True,8.1717,0.0081717,
11022_4_vmul.cu,11022_4_vmul,True,True,8.27644,0.00827644,
11022_5_vdiv.cu,11022_5_vdiv,True,True,7.89379,0.00789379,
11022_6_dummy.cu,11022_6_dummy,True,True,8.05455,0.00805455,
11647_0_add.cu,11647_0_add,True,True,8.12637,0.00812637,
11647_10_add.cu,11647_10_add,True,True,7.88773,0.00788773,
11647_1_add.cu,11647_1_add,True,True,8.38371,0.00838371,
11647_2_add.cu,11647_2_add,True,True,8.28953,0.00828953,
11647_3_add.cu,11647_3_add,True,True,8.10995,0.00810995,
11647_4_add.cu,11647_4_add,True,True,7.92426,0.00792426,
11819_1_gpu_stencil2D_4pt_hack5_cp_rows.cu,11819_1_gpu_stencil2D_4pt_hack5_cp_rows,True,True,8.34084,0.00834084,
11846_10_atbashGPU.cu,11846_10_atbashGPU,True,True,7.88531,0.00788531,
11934_93_relu_gpu_forward.cu,11934_93_relu_gpu_forward,True,True,8.16644,0.00816644,
13126_0_leven.cu,13126_0_leven,True,True,510.155,0.510155,
15753_199_downscale.cu,15753_199_downscale,True,True,8.26165,0.00826165,
15777_199_downscale.cu,15777_199_downscale,True,True,8.04146,0.00804146,
16427_1_horspool_match.cu,16427_1_horspool_match,True,True,147.614,0.147614,
1643_11_FluffyTail.cu,1643_11_FluffyTail,True,True,8.32544,0.00832544,
1_0_euclidean_kernel.cu,1_0_euclidean_kernel,True,True,8.32858,0.00832858,
1_14_getColNorms.cu,1_14_getColNorms,True,True,21.1244,0.0211244,
1_15_gpuFindMax.cu,1_15_gpuFindMax,True,True,7.65346,0.00765346,
1_16_gpuSwapCol.cu,1_16_gpuSwapCol,True,True,8.33223,0.00833223,
1_17_makeHVector.cu,1_17_makeHVector,True,True,15.0109,0.0150109,
1_18_UpdateHHNorms.cu,1_18_UpdateHHNorms,True,True,8.20829,0.00820829,
1_19_gpuKendall.cu,1_19_gpuKendall,True,True,4.61306,0.00461306,
1_1_euclidean_kernel_same.cu,1_1_euclidean_kernel_same,True,True,8.29403,0.00829403,
1_20_getRestricted.cu,1_20_getRestricted,True,True,6135.74,6.13574,
1_21_getUnrestricted.cu,1_21_getUnrestricted,True,True,574.869,0.574869,
1_22_ftest.cu,1_22_ftest,True,True,69.9397,0.0699397,
1_2_maximum_kernel.cu,1_2_maximum_kernel,True,True,8.25228,0.00825228,
1_36_gpuMeans.cu,1_36_gpuMeans,True,True,8.3936,0.0083936,
1_37_gpuSD.cu,1_37_gpuSD,True,True,8.29154,0.00829154,
1_38_gpuPMCC.cu,1_38_gpuPMCC,True,True,8.4746,0.0084746,
1_39_gpuMeansNoTest.cu,1_39_gpuMeansNoTest,True,True,6.81756,0.00681756,
1_3_maximum_kernel_same.cu,1_3_maximum_kernel_same,True,True,8.26077,0.00826077,
1_40_gpuSDNoTest.cu,1_40_gpuSDNoTest,True,True,8.53013,0.00853013,
1_41_gpuPMCCNoTest.cu,1_41_gpuPMCCNoTest,True,True,8.42131,0.00842131,
1_42_gpuSignif.cu,1_42_gpuSignif,True,True,125.424,0.125424,
1_43_dUpdateSignif.cu,1_43_dUpdateSignif,True,True,114.896,0.114896,
1_44_noNAsPmccMeans.cu,1_44_noNAsPmccMeans,True,True,4.72799,0.004728,
1_45_scale.cu,1_45_scale,True,True,713.838,0.713838,
1_46_get_bin_scores.cu,1_46_get_bin_scores,True,True,3303.29,3.30329,
1_47_get_entropy.cu,1_47_get_entropy,True,True,210.238,0.210238,
1_48_get_mi.cu,1_48_get_mi,True,True,2479.09,2.47909,
