gpu_architecture,gpu_id,kernel_i,kernel_j,kernel_id,grid_x,grid_y,block_x,block_y,total_blocks,threads_per_block,total_threads,execution_time_us,launch_overhead_us,predicted_time_us,predicted_time_ms
GTX_TITAN_X,cuda4,10406,0,10406_0,5,5,15,15,25,225,5625,10.079,2.51,12.589,0.012589000000000001
GTX_TITAN_X,cuda4,104,0,104_0,5,5,15,15,25,225,5625,11.027,2.51,13.536999999999999,0.013536999999999999
GTX_TITAN_X,cuda4,104,4,104_4,5,5,15,15,25,225,5625,10.906,2.51,13.416,0.013416
GTX_TITAN_X,cuda4,104,3,104_3,5,5,15,15,25,225,5625,13.852,2.51,16.362000000000002,0.016362
GTX_TITAN_X,cuda4,104,2,104_2,5,5,15,15,25,225,5625,12.55,2.51,15.06,0.01506
GTX_TITAN_X,cuda4,104,5,104_5,5,5,15,15,25,225,5625,12.471,2.51,14.981,0.014981
GTX_TITAN_X,cuda4,10835,97,10835_97,5,5,15,15,25,225,5625,10.318,2.51,12.828,0.012827999999999999
GTX_TITAN_X,cuda4,10693,4,10693_4,5,5,15,15,25,225,5625,14.78,2.51,17.29,0.01729
GTX_TITAN_X,cuda4,10693,5,10693_5,5,5,15,15,25,225,5625,15.232,2.51,17.741999999999997,0.017741999999999997
GTX_TITAN_X,cuda4,15777,199,15777_199,5,5,15,15,25,225,5625,12.782,2.51,15.292,0.015292
GTX_TITAN_X,cuda4,10008,81,10008_81,5,5,15,15,25,225,5625,10.109,2.51,12.619,0.012619
GTX_TITAN_X,cuda4,10802,7,10802_7,5,5,15,15,25,225,5625,11.26,2.51,13.77,0.01377
GTX_TITAN_X,cuda4,10802,8,10802_8,5,5,15,15,25,225,5625,9.96,2.51,12.47,0.01247
GTX_TITAN_X,cuda4,10802,3,10802_3,5,5,15,15,25,225,5625,12.097,2.51,14.607,0.014606999999999998
GTX_TITAN_X,cuda4,10383,20,10383_20,5,5,15,15,25,225,5625,10.976,2.51,13.486,0.013486000000000001
GTX_TITAN_X,cuda4,10383,9,10383_9,5,5,15,15,25,225,5625,10.853,2.51,13.363,0.013363
GTX_TITAN_X,cuda4,10383,0,10383_0,5,5,15,15,25,225,5625,10.051,2.51,12.561,0.012561
GTX_TITAN_X,cuda4,10383,28,10383_28,5,5,15,15,25,225,5625,9.597,2.51,12.107,0.012107
GTX_TITAN_X,cuda4,10383,21,10383_21,5,5,15,15,25,225,5625,10.588,2.51,13.097999999999999,0.013097999999999999
GTX_TITAN_X,cuda4,10383,24,10383_24,5,5,15,15,25,225,5625,9.597,2.51,12.107,0.012107
GTX_TITAN_X,cuda4,16427,1,16427_1,5,5,15,15,25,225,5625,10.813,2.51,13.323,0.013323
GTX_TITAN_X,cuda4,10121,0,10121_0,5,5,15,15,25,225,5625,11.996,2.51,14.506,0.014506
GTX_TITAN_X,cuda4,10121,1,10121_1,5,5,15,15,25,225,5625,10.095,2.51,12.605,0.012605
GTX_TITAN_X,cuda4,10121,3,10121_3,5,5,15,15,25,225,5625,10.131,2.51,12.641,0.012641
GTX_TITAN_X,cuda4,10121,5,10121_5,5,5,15,15,25,225,5625,10.252,2.51,12.762,0.012762
GTX_TITAN_X,cuda4,10126,2,10126_2,5,5,15,15,25,225,5625,13.605,2.51,16.115000000000002,0.016115
GTX_TITAN_X,cuda4,10790,97,10790_97,5,5,15,15,25,225,5625,10.318,2.51,12.828,0.012827999999999999
GTX_TITAN_X,cuda4,11022,6,11022_6,5,5,15,15,25,225,5625,9.589,2.51,12.099,0.012099
GTX_TITAN_X,cuda4,11022,4,11022_4,5,5,15,15,25,225,5625,10.483,2.51,12.993,0.012993000000000001
GTX_TITAN_X,cuda4,11022,3,11022_3,5,5,15,15,25,225,5625,10.156,2.51,12.666,0.012666
GTX_TITAN_X,cuda4,11022,5,11022_5,5,5,15,15,25,225,5625,10.14,2.51,12.65,0.01265
GTX_TITAN_X,cuda4,11819,1,11819_1,5,5,15,15,25,225,5625,11.496,2.51,14.006,0.014006000000000001
GTX_TITAN_X,cuda4,10024,0,10024_0,5,5,15,15,25,225,5625,9.864,2.51,12.374,0.012374000000000001
GTX_TITAN_X,cuda4,10220,1,10220_1,5,5,15,15,25,225,5625,9.597,2.51,12.107,0.012107
GTX_TITAN_X,cuda4,10242,0,10242_0,5,5,15,15,25,225,5625,12.547,2.51,15.057,0.015057000000000001
GTX_TITAN_X,cuda4,15753,199,15753_199,5,5,15,15,25,225,5625,12.782,2.51,15.292,0.015292
GTX_TITAN_X,cuda4,1,20,1_20,5,5,15,15,25,225,5625,16.136,2.51,18.646,0.018646
GTX_TITAN_X,cuda4,1,18,1_18,5,5,15,15,25,225,5625,10.137,2.51,12.647,0.012647
GTX_TITAN_X,cuda4,1,0,1_0,5,5,15,15,25,225,5625,10.289,2.51,12.799,0.012799
GTX_TITAN_X,cuda4,1,16,1_16,5,5,15,15,25,225,5625,11.466,2.51,13.975999999999999,0.013975999999999999
GTX_TITAN_X,cuda4,1,42,1_42,5,5,15,15,25,225,5625,10.718,2.51,13.228,0.013228
GTX_TITAN_X,cuda4,1,45,1_45,5,5,15,15,25,225,5625,10.759,2.51,13.269,0.013269
GTX_TITAN_X,cuda4,1,17,1_17,5,5,15,15,25,225,5625,11.787,2.51,14.297,0.014297
GTX_TITAN_X,cuda4,1,1,1_1,5,5,15,15,25,225,5625,10.36,2.51,12.87,0.01287
GTX_TITAN_X,cuda4,1,19,1_19,5,5,15,15,25,225,5625,10.683,2.51,13.193,0.013193
GTX_TITAN_X,cuda4,1,21,1_21,5,5,15,15,25,225,5625,16.138,2.51,18.648000000000003,0.018648000000000005
GTX_TITAN_X,cuda4,1,44,1_44,5,5,15,15,25,225,5625,10.808,2.51,13.318,0.013318
GTX_TITAN_X,cuda4,1,43,1_43,5,5,15,15,25,225,5625,11.086,2.51,13.596,0.013596
GTX_TITAN_X,cuda4,1,38,1_38,5,5,15,15,25,225,5625,10.422,2.51,12.932,0.012932
GTX_TITAN_X,cuda4,1,36,1_36,5,5,15,15,25,225,5625,10.339,2.51,12.849,0.012849000000000001
GTX_TITAN_X,cuda4,1,37,1_37,5,5,15,15,25,225,5625,10.418,2.51,12.927999999999999,0.012927999999999999
GTX_TITAN_X,cuda4,1,39,1_39,5,5,15,15,25,225,5625,10.298,2.51,12.808,0.012808
GTX_TITAN_X,cuda4,1,46,1_46,5,5,15,15,25,225,5625,15.36,2.51,17.869999999999997,0.017869999999999997
GTX_TITAN_X,cuda4,1,41,1_41,5,5,15,15,25,225,5625,10.382,2.51,12.892,0.012891999999999999
GTX_TITAN_X,cuda4,1,48,1_48,5,5,15,15,25,225,5625,14.158,2.51,16.668,0.016668
GTX_TITAN_X,cuda4,1,15,1_15,5,5,15,15,25,225,5625,13.663,2.51,16.173000000000002,0.016173000000000003
GTX_TITAN_X,cuda4,1,3,1_3,5,5,15,15,25,225,5625,10.378,2.51,12.888,0.012888
GTX_TITAN_X,cuda4,1,40,1_40,5,5,15,15,25,225,5625,10.377,2.51,12.887,0.012887000000000001
GTX_TITAN_X,cuda4,1,47,1_47,5,5,15,15,25,225,5625,12.514,2.51,15.024,0.015024
GTX_TITAN_X,cuda4,1,2,1_2,5,5,15,15,25,225,5625,10.278,2.51,12.788,0.012788
GTX_TITAN_X,cuda4,1,14,1_14,5,5,15,15,25,225,5625,10.396,2.51,12.906,0.012906
GTX_TITAN_X,cuda4,1,22,1_22,5,5,15,15,25,225,5625,13.592,2.51,16.102,0.016102
GTX_TITAN_X,cuda4,1029,0,1029_0,5,5,15,15,25,225,5625,10.72,2.51,13.23,0.01323
GTX_TITAN_X,cuda4,1029,1,1029_1,5,5,15,15,25,225,5625,12.02,2.51,14.53,0.01453
GTX_TITAN_X,cuda4,1029,2,1029_2,5,5,15,15,25,225,5625,12.088,2.51,14.597999999999999,0.014597999999999998
GTX_TITAN_X,cuda4,10047,0,10047_0,5,5,15,15,25,225,5625,10.179,2.51,12.689,0.012689
GTX_TITAN_X,cuda4,10047,1,10047_1,5,5,15,15,25,225,5625,10.179,2.51,12.689,0.012689
GTX_TITAN_X,cuda4,10003,2,10003_2,5,5,15,15,25,225,5625,10.223,2.51,12.733,0.012733000000000001
GTX_TITAN_X,cuda4,1008,0,1008_0,5,5,15,15,25,225,5625,10.859,2.51,13.369,0.013368999999999999
GTX_TITAN_X,cuda4,1008,7,1008_7,5,5,15,15,25,225,5625,10.861,2.51,13.371,0.013371000000000001
GTX_TITAN_X,cuda4,1001,0,1001_0,5,5,15,15,25,225,5625,10.685,2.51,13.195,0.013195
GTX_TITAN_X,cuda4,1006,0,1006_0,5,5,15,15,25,225,5625,10.085,2.51,12.595,0.012595
GTX_TITAN_X,cuda4,1000,27,1000_27,5,5,15,15,25,225,5625,10.554,2.51,13.064,0.013064
GTX_TITAN_X,cuda4,1000,29,1000_29,5,5,15,15,25,225,5625,10.447,2.51,12.956999999999999,0.012957
GTX_TITAN_X,cuda4,1000,28,1000_28,5,5,15,15,25,225,5625,10.21,2.51,12.72,0.01272
GTX_TITAN_X,cuda4,1000,26,1000_26,5,5,15,15,25,225,5625,9.595,2.51,12.105,0.012105000000000001
GTX_TITAN_X,cuda4,1000,24,1000_24,5,5,15,15,25,225,5625,10.752,2.51,13.262,0.013262000000000001
GTX_TITAN_X,cuda4,1000,5,1000_5,5,5,15,15,25,225,5625,9.589,2.51,12.099,0.012099
GTX_TITAN_X,cuda4,1000,25,1000_25,5,5,15,15,25,225,5625,10.408,2.51,12.918,0.012917999999999999
GTX_TITAN_X,cuda4,10492,1,10492_1,5,5,15,15,25,225,5625,11.304,2.51,13.814,0.013814
GTX_TITAN_X,cuda4,10716,9,10716_9,5,5,15,15,25,225,5625,14.78,2.51,17.29,0.01729
GTX_TITAN_X,cuda4,11846,10,11846_10,5,5,15,15,25,225,5625,9.804,2.51,12.314,0.012314
GTX_TITAN_X,cuda4,10393,4,10393_4,5,5,15,15,25,225,5625,10.146,2.51,12.656,0.012656
GTX_TITAN_X,cuda4,10393,5,10393_5,5,5,15,15,25,225,5625,10.234,2.51,12.744,0.012744
GTX_TITAN_X,cuda4,13126,0,13126_0,5,5,15,15,25,225,5625,11.874,2.51,14.384,0.014384000000000001
GTX_TITAN_X,cuda4,11647,0,11647_0,5,5,15,15,25,225,5625,10.557,2.51,13.067,0.013067
GTX_TITAN_X,cuda4,11647,1,11647_1,5,5,15,15,25,225,5625,10.934,2.51,13.443999999999999,0.013444
GTX_TITAN_X,cuda4,11647,10,11647_10,5,5,15,15,25,225,5625,10.553,2.51,13.063,0.013063
GTX_TITAN_X,cuda4,11647,4,11647_4,5,5,15,15,25,225,5625,10.553,2.51,13.063,0.013063
GTX_TITAN_X,cuda4,11647,3,11647_3,5,5,15,15,25,225,5625,10.557,2.51,13.067,0.013067
GTX_TITAN_X,cuda4,11647,2,11647_2,5,5,15,15,25,225,5625,10.553,2.51,13.063,0.013063
GTX_TITAN_X,cuda4,10270,2,10270_2,5,5,15,15,25,225,5625,13.605,2.51,16.115000000000002,0.016115
GTX_TITAN_X,cuda4,10426,0,10426_0,5,5,15,15,25,225,5625,12.918,2.51,15.427999999999999,0.015427999999999999
GTX_TITAN_X,cuda4,10426,1,10426_1,5,5,15,15,25,225,5625,11.141,2.51,13.651,0.013651
GTX_TITAN_X,cuda4,1040,1,1040_1,5,5,15,15,25,225,5625,14.717,2.51,17.227,0.017227
GTX_TITAN_X,cuda4,11934,93,11934_93,5,5,15,15,25,225,5625,9.77,2.51,12.28,0.01228
GTX_TITAN_X,cuda4,10223,26,10223_26,5,5,15,15,25,225,5625,10.976,2.51,13.486,0.013486000000000001
GTX_TITAN_X,cuda4,10615,4,10615_4,5,5,15,15,25,225,5625,14.486,2.51,16.996000000000002,0.016996
GTX_TITAN_X,cuda4,10615,5,10615_5,5,5,15,15,25,225,5625,11.494,2.51,14.004,0.014003999999999999
GTX_TITAN_X,cuda4,1643,11,1643_11,5,5,15,15,25,225,5625,10.674,2.51,13.184,0.013184
RTX_4070,cuda5,10406,0,10406_0,5,5,15,15,25,225,5625,7.379,4.532,11.911,0.011911
RTX_4070,cuda5,104,0,104_0,5,5,15,15,25,225,5625,7.562,4.532,12.094000000000001,0.012094
RTX_4070,cuda5,104,4,104_4,5,5,15,15,25,225,5625,7.524,4.532,12.056000000000001,0.012056
RTX_4070,cuda5,104,3,104_3,5,5,15,15,25,225,5625,8.145,4.532,12.677,0.012676999999999999
RTX_4070,cuda5,104,2,104_2,5,5,15,15,25,225,5625,7.984,4.532,12.516,0.012516
RTX_4070,cuda5,104,5,104_5,5,5,15,15,25,225,5625,7.937,4.532,12.469000000000001,0.012469000000000001
RTX_4070,cuda5,10835,97,10835_97,5,5,15,15,25,225,5625,7.458,4.532,11.99,0.01199
RTX_4070,cuda5,10693,4,10693_4,5,5,15,15,25,225,5625,8.22,4.532,12.752,0.012752000000000001
RTX_4070,cuda5,10693,5,10693_5,5,5,15,15,25,225,5625,8.346,4.532,12.878,0.012878
RTX_4070,cuda5,15777,199,15777_199,5,5,15,15,25,225,5625,7.963,4.532,12.495000000000001,0.012495000000000001
RTX_4070,cuda5,10008,81,10008_81,5,5,15,15,25,225,5625,7.482,4.532,12.014,0.012013999999999999
RTX_4070,cuda5,10802,7,10802_7,5,5,15,15,25,225,5625,7.83,4.532,12.362,0.012362
RTX_4070,cuda5,10802,8,10802_8,5,5,15,15,25,225,5625,7.412,4.532,11.943999999999999,0.011944
RTX_4070,cuda5,10802,3,10802_3,5,5,15,15,25,225,5625,7.783,4.532,12.315000000000001,0.012315000000000001
RTX_4070,cuda5,10383,20,10383_20,5,5,15,15,25,225,5625,7.544,4.532,12.076,0.012076
RTX_4070,cuda5,10383,9,10383_9,5,5,15,15,25,225,5625,7.669,4.532,12.201,0.012201
RTX_4070,cuda5,10383,0,10383_0,5,5,15,15,25,225,5625,7.376,4.532,11.908000000000001,0.011908000000000002
RTX_4070,cuda5,10383,28,10383_28,5,5,15,15,25,225,5625,7.288,4.532,11.82,0.01182
RTX_4070,cuda5,10383,21,10383_21,5,5,15,15,25,225,5625,7.484,4.532,12.016,0.012016
RTX_4070,cuda5,10383,24,10383_24,5,5,15,15,25,225,5625,7.288,4.532,11.82,0.01182
RTX_4070,cuda5,16427,1,16427_1,5,5,15,15,25,225,5625,7.662,4.532,12.193999999999999,0.012193999999999998
RTX_4070,cuda5,10121,0,10121_0,5,5,15,15,25,225,5625,7.888,4.532,12.42,0.01242
RTX_4070,cuda5,10121,1,10121_1,5,5,15,15,25,225,5625,7.395,4.532,11.927,0.011927
RTX_4070,cuda5,10121,3,10121_3,5,5,15,15,25,225,5625,7.399,4.532,11.931000000000001,0.011931
RTX_4070,cuda5,10121,5,10121_5,5,5,15,15,25,225,5625,7.438,4.532,11.969999999999999,0.011969999999999998
RTX_4070,cuda5,10126,2,10126_2,5,5,15,15,25,225,5625,8.309,4.532,12.841,0.012841
RTX_4070,cuda5,10790,97,10790_97,5,5,15,15,25,225,5625,7.458,4.532,11.99,0.01199
RTX_4070,cuda5,11022,6,11022_6,5,5,15,15,25,225,5625,7.286,4.532,11.818,0.011818
RTX_4070,cuda5,11022,4,11022_4,5,5,15,15,25,225,5625,7.496,4.532,12.028,0.012028
RTX_4070,cuda5,11022,3,11022_3,5,5,15,15,25,225,5625,7.407,4.532,11.939,0.011939
RTX_4070,cuda5,11022,5,11022_5,5,5,15,15,25,225,5625,7.405,4.532,11.937000000000001,0.011937000000000001
RTX_4070,cuda5,11819,1,11819_1,5,5,15,15,25,225,5625,7.634,4.532,12.166,0.012166
RTX_4070,cuda5,10024,0,10024_0,5,5,15,15,25,225,5625,7.388,4.532,11.92,0.01192
RTX_4070,cuda5,10220,1,10220_1,5,5,15,15,25,225,5625,7.288,4.532,11.82,0.01182
RTX_4070,cuda5,10242,0,10242_0,5,5,15,15,25,225,5625,8.123,4.532,12.655,0.012655
RTX_4070,cuda5,15753,199,15753_199,5,5,15,15,25,225,5625,7.963,4.532,12.495000000000001,0.012495000000000001
RTX_4070,cuda5,1,20,1_20,5,5,15,15,25,225,5625,9.329,4.532,13.861,0.013861
RTX_4070,cuda5,1,18,1_18,5,5,15,15,25,225,5625,7.402,4.532,11.934000000000001,0.011934000000000002
RTX_4070,cuda5,1,0,1_0,5,5,15,15,25,225,5625,7.543,4.532,12.075,0.012074999999999999
RTX_4070,cuda5,1,16,1_16,5,5,15,15,25,225,5625,7.631,4.532,12.163,0.012163
RTX_4070,cuda5,1,42,1_42,5,5,15,15,25,225,5625,7.539,4.532,12.071,0.012071
RTX_4070,cuda5,1,45,1_45,5,5,15,15,25,225,5625,7.626,4.532,12.158000000000001,0.012158
RTX_4070,cuda5,1,17,1_17,5,5,15,15,25,225,5625,7.765,4.532,12.297,0.012297
RTX_4070,cuda5,1,1,1_1,5,5,15,15,25,225,5625,7.561,4.532,12.093,0.012093
RTX_4070,cuda5,1,19,1_19,5,5,15,15,25,225,5625,7.692,4.532,12.224,0.012224
RTX_4070,cuda5,1,21,1_21,5,5,15,15,25,225,5625,9.33,4.532,13.862,0.013862
RTX_4070,cuda5,1,44,1_44,5,5,15,15,25,225,5625,7.555,4.532,12.087,0.012087
RTX_4070,cuda5,1,43,1_43,5,5,15,15,25,225,5625,7.664,4.532,12.196,0.012196
RTX_4070,cuda5,1,38,1_38,5,5,15,15,25,225,5625,7.585,4.532,12.117,0.012117000000000001
RTX_4070,cuda5,1,36,1_36,5,5,15,15,25,225,5625,7.557,4.532,12.089,0.012089
RTX_4070,cuda5,1,37,1_37,5,5,15,15,25,225,5625,7.582,4.532,12.114,0.012114000000000002
RTX_4070,cuda5,1,39,1_39,5,5,15,15,25,225,5625,7.542,4.532,12.074,0.012074
RTX_4070,cuda5,1,46,1_46,5,5,15,15,25,225,5625,8.665,4.532,13.197,0.013196999999999999
RTX_4070,cuda5,1,41,1_41,5,5,15,15,25,225,5625,7.571,4.532,12.103,0.012103
RTX_4070,cuda5,1,48,1_48,5,5,15,15,25,225,5625,8.294,4.532,12.826,0.012826
RTX_4070,cuda5,1,15,1_15,5,5,15,15,25,225,5625,8.029,4.532,12.561,0.012561
RTX_4070,cuda5,1,3,1_3,5,5,15,15,25,225,5625,7.569,4.532,12.100999999999999,0.012100999999999999
RTX_4070,cuda5,1,40,1_40,5,5,15,15,25,225,5625,7.567,4.532,12.099,0.012099
RTX_4070,cuda5,1,47,1_47,5,5,15,15,25,225,5625,7.946,4.532,12.478,0.012478
RTX_4070,cuda5,1,2,1_2,5,5,15,15,25,225,5625,7.539,4.532,12.071,0.012071
RTX_4070,cuda5,1,14,1_14,5,5,15,15,25,225,5625,7.495,4.532,12.027000000000001,0.012027000000000001
RTX_4070,cuda5,1,22,1_22,5,5,15,15,25,225,5625,8.504,4.532,13.036,0.013035999999999999
RTX_4070,cuda5,1029,0,1029_0,5,5,15,15,25,225,5625,7.516,4.532,12.048,0.012048
RTX_4070,cuda5,1029,1,1029_1,5,5,15,15,25,225,5625,7.744,4.532,12.276,0.012276
RTX_4070,cuda5,1029,2,1029_2,5,5,15,15,25,225,5625,7.77,4.532,12.302,0.012302
RTX_4070,cuda5,10047,0,10047_0,5,5,15,15,25,225,5625,7.42,4.532,11.952,0.011952
RTX_4070,cuda5,10047,1,10047_1,5,5,15,15,25,225,5625,7.42,4.532,11.952,0.011952
RTX_4070,cuda5,10003,2,10003_2,5,5,15,15,25,225,5625,7.438,4.532,11.969999999999999,0.011969999999999998
RTX_4070,cuda5,1008,0,1008_0,5,5,15,15,25,225,5625,7.548,4.532,12.08,0.01208
RTX_4070,cuda5,1008,7,1008_7,5,5,15,15,25,225,5625,7.549,4.532,12.081,0.012081
RTX_4070,cuda5,1001,0,1001_0,5,5,15,15,25,225,5625,7.51,4.532,12.042,0.012042
RTX_4070,cuda5,1006,0,1006_0,5,5,15,15,25,225,5625,7.391,4.532,11.923,0.011923
RTX_4070,cuda5,1000,27,1000_27,5,5,15,15,25,225,5625,7.466,4.532,11.998000000000001,0.011998000000000002
RTX_4070,cuda5,1000,29,1000_29,5,5,15,15,25,225,5625,7.439,4.532,11.971,0.011971
RTX_4070,cuda5,1000,28,1000_28,5,5,15,15,25,225,5625,7.426,4.532,11.958,0.011958
RTX_4070,cuda5,1000,26,1000_26,5,5,15,15,25,225,5625,7.288,4.532,11.82,0.01182
RTX_4070,cuda5,1000,24,1000_24,5,5,15,15,25,225,5625,7.527,4.532,12.059000000000001,0.012059
RTX_4070,cuda5,1000,5,1000_5,5,5,15,15,25,225,5625,7.286,4.532,11.818,0.011818
RTX_4070,cuda5,1000,25,1000_25,5,5,15,15,25,225,5625,7.486,4.532,12.018,0.012018000000000001
RTX_4070,cuda5,10492,1,10492_1,5,5,15,15,25,225,5625,7.664,4.532,12.196,0.012196
RTX_4070,cuda5,10716,9,10716_9,5,5,15,15,25,225,5625,8.22,4.532,12.752,0.012752000000000001
RTX_4070,cuda5,11846,10,11846_10,5,5,15,15,25,225,5625,7.367,4.532,11.899000000000001,0.011899000000000002
RTX_4070,cuda5,10393,4,10393_4,5,5,15,15,25,225,5625,7.405,4.532,11.937000000000001,0.011937000000000001
RTX_4070,cuda5,10393,5,10393_5,5,5,15,15,25,225,5625,7.441,4.532,11.972999999999999,0.011973
RTX_4070,cuda5,13126,0,13126_0,5,5,15,15,25,225,5625,8.204,4.532,12.736,0.012736
RTX_4070,cuda5,11647,0,11647_0,5,5,15,15,25,225,5625,7.473,4.532,12.004999999999999,0.012004999999999998
RTX_4070,cuda5,11647,1,11647_1,5,5,15,15,25,225,5625,7.525,4.532,12.057,0.012057
RTX_4070,cuda5,11647,10,11647_10,5,5,15,15,25,225,5625,7.472,4.532,12.004000000000001,0.012004
RTX_4070,cuda5,11647,4,11647_4,5,5,15,15,25,225,5625,7.472,4.532,12.004000000000001,0.012004
RTX_4070,cuda5,11647,3,11647_3,5,5,15,15,25,225,5625,7.473,4.532,12.004999999999999,0.012004999999999998
RTX_4070,cuda5,11647,2,11647_2,5,5,15,15,25,225,5625,7.472,4.532,12.004000000000001,0.012004
RTX_4070,cuda5,10270,2,10270_2,5,5,15,15,25,225,5625,8.309,4.532,12.841,0.012841
RTX_4070,cuda5,10426,0,10426_0,5,5,15,15,25,225,5625,8.021,4.532,12.553,0.012553000000000002
RTX_4070,cuda5,10426,1,10426_1,5,5,15,15,25,225,5625,7.606,4.532,12.138,0.012138
RTX_4070,cuda5,1040,1,1040_1,5,5,15,15,25,225,5625,8.248,4.532,12.78,0.01278
RTX_4070,cuda5,11934,93,11934_93,5,5,15,15,25,225,5625,7.352,4.532,11.884,0.011884
RTX_4070,cuda5,10223,26,10223_26,5,5,15,15,25,225,5625,7.544,4.532,12.076,0.012076
RTX_4070,cuda5,10615,4,10615_4,5,5,15,15,25,225,5625,9.049,4.532,13.581,0.013581
RTX_4070,cuda5,10615,5,10615_5,5,5,15,15,25,225,5625,7.905,4.532,12.437000000000001,0.012437000000000002
RTX_4070,cuda5,1643,11,1643_11,5,5,15,15,25,225,5625,7.523,4.532,12.055,0.012055
